ResponseID	ResponseSet	Name	ExternalDataReference	EmailAddress	Status	StartDate	EndDate	Finished	Q_TotalDuration	inst_soundtest	soundtest	soundtest_T_1	soundtest_T_2	soundtest_T_3	soundtest_T_4	consent	noconsent	inst1	inst2	inst_T_1	inst_T_2	inst_T_3	inst_T_4	d_cough1a	d_cough1b	d_cough1c	d_cough2a	d_cough2b	d_cough2c	d_cough3a	d_cough3b	d_cough3c	d_cough5a	d_cough5b	d_cough5c	d_cough8a	d_cough8b	d_cough8c	d_sneeze1a	d_sneeze1b	d_sneeze1c	d_sneeze4a	d_sneeze4b	d_sneeze4c	d_sneeze5a	d_sneeze5b	d_sneeze5c	d_sneeze6a	d_sneeze6b	d_sneeze6c	d_sneeze7a	d_sneeze7b	d_sneeze7c	n_cough1a	n_cough1b	n_cough1c	n_cough2a	n_cough2b	n_cough2c	n_cough4a	n_cough4b	n_cough4c	n_cough5a	n_cough5b	n_cough5c	n_cough6a	n_cough6b	n_cough6c	n_sneeze1a	n_sneeze1b	n_sneeze1c	n_sneeze2a	n_sneeze2b	n_sneeze2c	n_sneeze5a	n_sneeze5b	n_sneeze5c	n_sneeze8a	n_sneeze8b	n_sneeze8c	n_sneeze10a	n_sneeze10b	n_sneeze10c	infant_d_cough1a	infant_d_cough1b	infant_d_cough1c	infant_d_cough2a	infant_d_cough2b	infant_d_cough2c	infant_n_cough1a	infant_n_cough1b	infant_n_cough1c	infant_n_cough2a	infant_n_cough2b	infant_n_cough2c	inst_PVD	PVD1	PVD2	PVD3	PVD4	PVD5	PVD6	PVD7	PVD8	PVD9	PVD10	PVD11	PVD12	PVD13	PVD14	PVD15	LHT_1	LHT_2	LHT_3	LHT_4	LHT_5	LHT_6	LHT_7	LHT_8	cSES_1	cSES_2	cSES_3	hearprob	recentill	training	training_TEXT	audioissue1	audioissue2	debrief	DO-BR-FL_7	DO-BR-FL_78	DO-Q-race	X145	PVD5r	PVD12r	PVD14r	PVD3r	PVD11r	PVD13r	pvd_pinfect	pvd_germ	pvd_pinfect_c	pvd_germ_c	rchild_uncertain	rchild_uncertain_c	rchild_ses	rchild_ses_c	soundtest_char	consent_char	inst2_char	hearprob_char	recentill_char	training_char	audioissue1_char	hear_percent	hear_gt50percent	issues
R_3eqKaXUDChAiCzF	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:18:23Z	2017-01-26T19:28:58Z	1	635	1	1	29.433	29.433	30.569	1	1	NA	1	2	4.505	4.505	9.493	1	0	7	9	0	8	9	1	6	9	1	4	8	1	6	8	1	8	9	1	8	9	1	8	9	1	8	7	1	9	9	0	7	9	1	7	6	0	7	9	0	8	9	0	9	5	1	7	9	1	7	9	1	7	6	1	6	7	1	6	9	0	9	9	0	9	8	0	9	7	0	8	9	1	6	5	1	4	6	2	1	6	4	7	1	3	2	3	6	5	7	7	3	6	4	5	2	5	7	7	1	5	1	NA	2	NA	1	d_cough1|n_cough2|n_sneeze10|n_cough6|n_cough1|n_sneeze8|d_sneeze5|d_cough3|d_sneeze1|d_cough8|d_cough2|d_sneeze7|n_cough4|n_sneeze5|d_cough5|n_cough5|d_sneeze6|n_sneeze2|d_sneeze4|n_sneeze1	infant_n_cough1|infant_d_cough1|infant_d_cough2|infant_n_cough2	7|1|2|3|4|5|6|8	NA	2	5	5	7	7	6	4.571428571428571	5.125	1.1252747252747248	0.6307692307692312	4.875	2.058653846153846	6.333333333333333	2.041025641025641	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_OqEOSCj4t95uiat	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:20:50Z	2017-01-26T19:29:08Z	1	498	1	1	9.836	9.836	10.772	1	1	NA	1	2	11.944	11.944	12.901	1	0	8	9	0	9	9	1	8	9	0	8	9	0	8	9	1	8	9	1	7	9	0	8	9	1	9	9	0	7	9	1	8	9	1	7	9	0	8	9	0	8	9	1	6	9	0	8	9	0	8	9	1	8	9	0	8	9	0	7	9	1	8	9	0	8	9	0	8	9	0	8	9	1	7	7	5	6	2	6	3	6	1	6	6	1	1	1	2	6	6	5	5	5	2	2	6	5	2	6	1	6	1	NA	2	NA	1	n_cough5|d_cough2|n_sneeze5|d_sneeze6|n_cough6|d_sneeze1|d_sneeze5|n_sneeze10|n_cough2|d_cough3|n_cough4|d_cough1|n_cough1|n_sneeze8|n_sneeze1|d_sneeze4|n_sneeze2|d_cough5|d_sneeze7|d_cough8	infant_n_cough2|infant_n_cough1|infant_d_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	6	7	7	3	2	7	6.428571428571429	3.875	2.9824175824175825	-0.6192307692307688	4.625	1.8086538461538462	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_33klaaTxUbtsPDi	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:36:15Z	2017-01-26T19:38:02Z	1	106	1	2	82.069	101.836	102.701	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	No, I can't hear the sound easily (e.g., the sound is extremely quiet or you don't hear any sound at all).	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2R9QI6byG7BAGGe	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:36:02Z	2017-01-26T19:46:31Z	1	628	1	1	17.106	17.488	121.998	2	1	NA	1	2	12.53	12.53	13.435	1	1	6	9	0	6	7	1	6	8	1	6	8	1	4	6	0	8	9	0	8	9	0	7	9	0	7	8	0	8	8	1	6	9	0	9	8	0	6	9	0	6	9	0	8	9	0	8	8	0	7	7	0	7	8	1	6	9	1	5	8	1	7	7	1	5	6	1	3	5	0	6	5	1	7	4	1	5	4	3	5	4	5	3	2	4	2	7	5	2	1	2	3	2	1	1	2	3	2	2	1	5	1	NA	2	NA	1	d_cough1|n_sneeze1|n_cough5|n_sneeze5|n_sneeze8|d_cough5|d_sneeze1|d_cough3|d_sneeze4|n_cough4|n_cough6|d_cough8|d_sneeze5|n_cough1|d_sneeze7|n_cough2|d_cough2|n_sneeze2|d_sneeze6|n_sneeze10	infant_n_cough2|infant_n_cough1|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	4	4	1	7	6	6	3.2857142857142856	5.75	-0.16043956043956076	1.2557692307692312	1.75	-1.0663461538461538	2.3333333333333335	-1.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_qJjA2MTlJTSSUwx	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:13:50Z	2017-01-26T19:48:32Z	1	2082	1	1	388.333	390.624	391.707	3	1	NA	1	2	73.745	74.365	74.876	2	1	5	8	0	8	6	0	5	9	0	7	9	0	8	9	1	7	9	0	5	9	0	6	8	1	7	9	1	7	7	0	8	9	0	6	7	0	9	9	0	9	9	0	9	8	0	5	8	1	9	9	1	5	8	1	8	9	1	5	7	0	9	9	0	9	9	1	5	9	1	7	9	1	7	4	7	1	3	2	3	3	5	1	7	6	6	1	7	1	2	2	4	4	3	2	2	1	1	1	1	6	1	NA	2	NA	1	d_sneeze1|n_cough5|n_cough1|d_cough5|n_sneeze10|n_cough4|n_cough2|n_sneeze5|n_sneeze8|d_sneeze4|d_cough2|d_cough3|d_sneeze6|n_cough6|d_cough8|d_sneeze5|n_sneeze1|n_sneeze2|d_cough1|d_sneeze7	infant_d_cough1|infant_d_cough2|infant_n_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	5	2	7	1	1	2	3.4285714285714284	3.375	-0.017582417582417964	-1.1192307692307688	2.5	-0.31634615384615383	1	-3.292307692307692	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3IaBPpVRG3E1Qib	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:49:02Z	2017-01-26T19:54:31Z	1	328	1	1	8.731	8.731	9.561	1	1	NA	1	2	5.803	6.307	7.073	2	0	6	9	0	8	5	0	9	9	1	7	6	0	9	7	1	6	9	0	6	8	1	7	9	0	9	9	0	5	9	1	7	9	0	9	9	0	6	9	0	9	9	0	7	8	0	9	9	1	5	8	1	7	9	1	7	6	1	4	8	0	7	8	0	9	7	0	9	4	0	8	5	1	7	6	1	7	1	7	7	7	6	7	1	2	1	2	6	2	2	1	2	3	1	1	1	7	4	4	1	6	1	NA	2	NA	1	d_cough3|n_sneeze2|n_cough4|d_cough1|n_cough2|d_cough5|d_cough8|d_sneeze5|d_cough2|d_sneeze4|d_sneeze7|n_cough1|n_sneeze10|n_sneeze5|d_sneeze6|n_sneeze1|n_cough5|n_sneeze8|n_cough6|d_sneeze1	infant_n_cough1|infant_n_cough2|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	7	6	6	7	7	7	6.571428571428571	6.75	3.125274725274725	2.255769230769231	1.625	-1.1913461538461538	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1gegLQZxOwNRr3k	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:51:48Z	2017-01-26T20:02:33Z	1	645	1	1	37.089	38.641	39.869	3	1	NA	1	2	2.007	2.007	13.224	1	0	3	6	1	3	6	0	7	3	1	8	3	0	7	2	0	7	3	1	3	7	0	7	4	0	6	2	0	3	7	0	5	7	0	5	7	0	6	3	1	3	1	1	6	3	0	7	4	1	3	2	1	3	7	0	8	5	1	6	7	1	7	3	0	4	7	1	2	7	1	7	3	1	4	2	6	6	4	3	2	6	4	3	2	4	3	5	6	4	2	4	5	6	5	3	2	4	6	3	1	5	1	NA	2	NA	1	n_cough6|n_cough2|n_cough1|n_sneeze8|d_cough2|n_cough4|d_cough1|n_sneeze1|d_sneeze1|d_cough8|d_sneeze4|d_cough3|n_sneeze2|d_sneeze5|n_sneeze5|d_sneeze6|n_sneeze10|d_cough5|d_sneeze7|n_cough5	infant_n_cough2|infant_d_cough2|infant_d_cough1|infant_n_cough1	7|1|2|3|4|5|6|8	NA	4	4	3	2	6	5	3.5714285714285716	4.375	0.12527472527472527	-0.11923076923076881	3.875	1.0586538461538462	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_Q4GpncpP1O8VknT	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:27:17Z	2017-01-26T20:34:32Z	1	434	1	1	9.82	9.82	10.649	1	1	NA	1	2	10.799	10.799	11.302	1	1	7	6	1	3	8	0	7	8	1	6	7	0	5	7	1	4	7	1	4	7	0	5	6	0	4	7	0	5	7	1	4	7	0	8	8	0	6	8	0	8	9	1	3	7	1	3	8	1	6	8	1	6	8	1	5	7	1	5	8	1	5	6	0	9	8	0	7	7	0	6	6	1	6	4	3	6	1	5	6	7	6	6	1	2	1	3	7	2	3	3	2	2	1	4	2	6	3	3	1	7	1	NA	2	NA	1	d_sneeze7|d_cough8|n_sneeze10|d_sneeze1|n_cough6|d_cough5|d_cough1|d_sneeze5|n_sneeze8|n_cough1|n_cough4|n_cough2|n_cough5|n_sneeze2|n_sneeze1|d_cough2|n_sneeze5|d_sneeze6|d_sneeze4|d_cough3	infant_d_cough2|infant_n_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	7	6	5	5	7	7	5.714285714285714	6.25	2.268131868131868	1.7557692307692312	2.375	-0.44134615384615383	4	-0.29230769230769216	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2wNdFnnpQitAwID	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:27:40Z	2017-01-26T20:34:41Z	1	420	1	1	10.106	14.135	17.022	3	1	NA	1	2	13.65	13.65	20.609	1	0	9	9	0	9	9	0	9	9	0	9	9	0	9	9	0	9	9	1	9	9	1	9	9	1	9	9	1	9	9	0	9	9	0	9	9	0	9	9	0	9	9	0	9	9	0	9	9	1	9	9	1	9	9	0	9	9	1	9	9	0	9	9	0	9	9	1	9	9	0	8	8	1	7	7	2	6	6	2	7	2	6	2	1	6	6	5	3	2	2	1	2	2	2	2	2	5	5	5	1	4	1	NA	2	NA	1	d_sneeze7|n_sneeze10|n_sneeze8|n_sneeze1|d_cough5|d_sneeze6|d_cough2|n_cough6|n_sneeze5|d_sneeze5|d_sneeze4|n_cough4|d_cough1|d_cough8|d_sneeze1|n_cough2|d_cough3|n_cough1|n_cough5|n_sneeze2	infant_d_cough1|infant_d_cough2|infant_n_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	2	2	3	6	7	2	2.857142857142857	5.5	-0.5890109890109891	1.0057692307692312	1.875	-0.9413461538461538	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of weeks ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2aCXIFSrWaAteTx	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:27:15Z	2017-01-26T20:35:39Z	1	503	1	1	16.687	21.084	23.962	2	1	NA	1	2	12.695	12.695	17.675	1	0	7	9	0	6	9	1	4	9	1	8	9	1	4	9	0	6	9	0	5	9	1	3	9	0	5	9	0	7	9	1	4	9	0	9	9	0	5	9	0	9	9	0	9	9	0	6	9	0	8	9	1	5	9	1	3	9	0	7	9	0	6	9	0	7	9	0	8	9	1	5	5	1	7	4	2	3	3	4	6	4	2	4	6	4	7	4	6	1	1	1	1	1	1	1	1	7	7	7	1	4	1	NA	2	NA	1	n_sneeze8|d_cough3|d_sneeze4|d_cough1|d_cough8|d_sneeze6|d_cough2|n_sneeze10|n_sneeze2|d_sneeze1|n_sneeze5|d_cough5|d_sneeze7|n_sneeze1|n_cough2|n_cough5|n_cough1|d_sneeze5|n_cough6|n_cough4	infant_n_cough1|infant_d_cough1|infant_d_cough2|infant_n_cough2	7|1|2|3|4|5|6|8	NA	5	4	4	6	2	1	4.142857142857143	4.125	0.6967032967032969	-0.3692307692307688	1	-1.8163461538461538	7	2.707692307692308	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of weeks ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3RfkoGsqqBJ1yfq	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:27:00Z	2017-01-26T20:36:21Z	1	561	1	1	17.157	17.157	19.153	1	1	NA	1	2	7.643	29.999	57.287	9	1	9	9	1	7	9	1	9	9	0	7	9	0	9	9	0	7	9	1	7	9	1	9	9	0	7	9	1	7	9	1	8	9	0	6	9	0	8	9	1	8	9	1	7	9	0	7	9	1	8	9	1	8	9	1	7	9	1	7	9	0	8	9	0	8	9	0	8	9	0	8	9	1	7	1	7	1	7	1	1	1	1	1	7	7	7	7	1	7	7	7	7	7	1	1	7	2	1	1	1	5	1	NA	2	NA	1	n_cough2|d_cough8|d_sneeze7|d_sneeze4|n_sneeze1|n_cough6|n_sneeze8|d_cough2|d_sneeze1|d_sneeze6|n_cough4|n_cough5|n_cough1|d_sneeze5|d_cough3|d_cough5|n_sneeze5|d_cough1|n_sneeze2|n_sneeze10	infant_d_cough2|infant_n_cough1|infant_n_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	1	1	1	1	1	1	1	1.75	-2.4461538461538463	-2.744230769230769	5.5	2.683653846153846	1.3333333333333333	-2.958974358974359	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_ebxVH163hZRgZe9	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:28:03Z	2017-01-26T20:38:15Z	1	611	1	1	23.345	23.345	24.734	1	1	NA	1	2	12.902	12.902	15.843	1	1	9	9	0	6	9	1	6	9	0	9	9	0	7	9	1	7	9	1	6	9	1	6	9	1	9	9	1	6	9	0	9	9	0	9	9	1	6	9	0	7	9	0	5	9	1	7	9	1	9	9	1	6	9	1	9	9	1	9	9	0	7	9	0	7	9	0	7	9	0	7	9	1	6	1	5	4	4	1	1	1	1	1	3	6	7	7	1	2	2	4	4	1	1	4	2	5	4	5	1	7	1	NA	2	NA	1	n_cough4|n_sneeze8|n_sneeze10|d_cough1|n_sneeze2|d_cough3|n_cough6|d_cough8|d_cough2|n_sneeze1|d_sneeze4|d_cough5|d_sneeze7|d_sneeze6|n_cough2|n_sneeze5|n_cough1|d_sneeze5|d_sneeze1|n_cough5	infant_n_cough2|infant_d_cough1|infant_d_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	4	2	1	3	5	1	1.5714285714285714	2.75	-1.874725274725275	-1.7442307692307688	2.5	-0.31634615384615383	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_29t6uiAwHIUXXqD	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:29:04Z	2017-01-26T20:39:09Z	1	604	1	1	13.49	13.49	15.355	1	1	NA	1	2	13.327	13.327	15.818	1	0	6	9	0	7	9	1	5	9	0	6	9	0	7	9	0	5	9	1	4	9	1	5	9	1	5	9	1	4	9	0	7	9	0	7	9	0	8	9	0	8	9	0	8	9	1	5	9	1	5	9	1	6	9	1	6	9	1	5	9	0	4	9	0	8	9	0	3	9	0	1	6	1	7	3	2	6	3	2	6	2	7	2	4	5	2	5	4	2	2	2	2	2	2	2	2	6	3	3	1	6	1	NA	2	NA	1	n_cough2|n_sneeze8|n_sneeze10|d_sneeze5|d_sneeze6|n_cough5|d_cough2|d_cough5|d_cough1|d_cough8|n_sneeze2|d_cough3|d_sneeze7|d_sneeze1|n_sneeze5|n_sneeze1|d_sneeze4|n_cough6|n_cough4|n_cough1	infant_n_cough2|infant_d_cough1|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	5	3	3	6	4	6	2.857142857142857	5.75	-0.5890109890109891	1.2557692307692312	2	-0.8163461538461538	4	-0.29230769230769216	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_We9TWdLFf8yfelr	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:27:23Z	2017-01-26T20:45:05Z	1	1061	1	1	38.335	39.106	41.657	2	1	NA	1	2	24.724	24.724	26.092	1	1	7	9	0	4	9	1	5	9	1	8	9	1	7	9	1	7	9	1	8	9	1	8	9	0	7	9	1	6	9	0	3	9	0	8	9	1	4	9	0	9	9	0	2	7	1	6	9	1	7	9	1	7	9	1	3	9	0	4	9	0	7	9	0	9	9	0	2	8	0	7	9	1	7	5	1	7	2	5	4	5	5	2	2	3	3	3	2	2	2	2	1	2	1	1	1	2	1	2	1	6	1	NA	2	NA	1	n_cough4|d_sneeze1|d_sneeze6|n_cough5|d_sneeze7|n_cough2|n_sneeze2|d_cough1|n_cough6|n_sneeze8|n_sneeze5|d_cough5|d_cough2|d_cough8|n_sneeze1|d_sneeze4|n_cough1|d_sneeze5|d_cough3|n_sneeze10	infant_n_cough2|infant_d_cough1|infant_d_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	6	5	5	7	6	5	4.714285714285714	5.375	1.268131868131868	0.8807692307692312	1.5	-1.3163461538461538	1.6666666666666667	-2.625641025641025	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2tePvEVAdqKtDKQ	Default Response Set	Anonymous	NA	NA	0	2017-01-26T20:40:31Z	2017-01-26T20:47:27Z	1	414	1	1	35.747	35.747	36.79	1	1	NA	1	2	10.08	10.08	12.268	1	0	3	9	0	4	9	1	6	9	1	6	9	0	5	9	0	5	9	0	3	9	1	8	9	1	5	9	1	4	9	0	7	9	0	8	9	0	6	9	0	7	9	0	6	9	1	7	9	1	8	9	0	3	9	1	5	9	1	5	9	0	8	9	0	8	9	0	7	9	0	8	9	1	7	5	1	6	4	4	6	4	2	3	1	3	3	5	2	1	1	1	1	1	1	1	1	5	5	4	1	5	1	NA	2	NA	1	n_sneeze2|d_cough5|d_sneeze1|d_sneeze4|n_cough1|d_cough8|d_cough1|n_cough5|n_cough4|d_sneeze5|n_sneeze1|d_cough2|n_sneeze10|d_sneeze7|n_cough6|n_sneeze8|d_sneeze6|n_sneeze5|d_cough3|n_cough2	infant_n_cough2|infant_d_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	4	5	3	7	7	5	4	5.25	0.5538461538461537	0.7557692307692312	1	-1.8163461538461538	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1r0RlSwZxJn4eqx	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:07:22Z	2017-01-26T21:23:12Z	1	949	1	1	23.168	23.168	24.325	1	1	NA	1	2	15.03	15.03	16.38	1	0	8	9	1	8	9	0	5	9	1	7	9	0	8	9	1	6	9	1	8	9	1	8	9	1	8	9	0	7	9	0	7	9	0	9	9	0	8	9	0	8	9	0	9	9	1	8	9	0	8	9	1	9	9	1	8	9	1	8	9	0	9	9	0	9	9	0	9	9	0	9	9	1	7	5	2	6	1	6	5	6	2	5	5	2	3	2	5	2	2	2	1	1	1	7	1	1	1	1	1	6	1	NA	2	NA	1	n_sneeze1|d_sneeze4|d_sneeze6|n_cough5|d_sneeze5|n_sneeze2|d_cough8|n_sneeze10|n_cough2|n_cough6|d_cough2|n_sneeze5|d_sneeze1|n_cough4|n_cough1|d_cough5|d_cough3|d_sneeze7|n_sneeze8|d_cough1	infant_n_cough1|infant_d_cough2|infant_n_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	7	6	6	6	3	5	5.857142857142857	4.875	2.4109890109890104	0.3807692307692312	2.125	-0.6913461538461538	1	-3.292307692307692	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2QsKLaXmB2Or1pm	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:25:09Z	2017-01-26T21:30:26Z	1	316	1	1	10.702	10.702	11.631	1	1	NA	1	2	6.787	6.787	7.496	1	1	9	9	0	2	6	1	6	7	1	1	6	1	8	5	1	7	8	1	9	9	1	8	7	1	8	6	0	2	5	0	7	8	0	6	8	0	5	6	0	2	4	0	9	9	1	8	5	1	8	5	1	9	2	1	8	7	1	9	4	1	8	9	0	7	7	0	7	9	1	6	8	1	6	5	4	3	2	4	4	5	2	3	1	1	2	4	2	3	4	2	6	5	3	3	4	5	2	4	1	6	1	NA	2	NA	1	n_cough1|d_cough1|d_cough3|n_cough5|n_sneeze2|n_sneeze5|d_cough8|d_sneeze1|d_cough2|n_sneeze8|n_cough4|d_sneeze6|n_sneeze10|d_sneeze5|n_cough2|d_sneeze4|n_cough6|n_sneeze1|d_cough5|d_sneeze7	infant_n_cough1|infant_n_cough2|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	6	7	4	4	7	6	4.857142857142857	4.25	1.4109890109890104	-0.2442307692307688	3.75	0.9336538461538462	3.6666666666666665	-0.6256410256410256	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_efmysArpVOq0Dvj	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:25:19Z	2017-01-26T21:32:15Z	1	416	1	1	9.793	9.793	10.693	1	1	NA	1	2	6.905	7.827	9.326	3	1	7	9	0	7	6	1	9	9	1	8	9	1	9	9	1	9	9	1	9	9	1	8	9	1	9	9	0	8	9	0	7	9	0	8	9	1	7	5	0	9	7	0	9	9	0	6	9	1	8	9	1	9	9	1	9	7	1	8	7	0	9	6	0	9	6	0	8	3	0	9	4	1	7	7	1	7	1	7	7	7	7	7	1	1	1	1	4	7	7	7	7	7	1	1	7	1	1	1	1	4	1	NA	2	NA	1	d_cough2|d_sneeze5|d_sneeze4|d_cough1|n_sneeze2|d_cough5|n_sneeze1|d_cough8|n_cough1|n_cough6|n_cough4|n_cough5|d_cough3|n_cough2|d_sneeze6|n_sneeze5|d_sneeze7|d_sneeze1|n_sneeze8|n_sneeze10	infant_n_cough1|infant_d_cough1|infant_d_cough2|infant_n_cough2	7|1|2|3|4|5|6|8	NA	7	7	7	7	7	7	7	6.625	3.5538461538461537	2.130769230769231	5.5	2.683653846153846	1	-3.292307692307692	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of weeks ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3pgNORhszxhZoCk	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:26:01Z	2017-01-26T21:32:38Z	1	397	1	1	15.407	15.407	16.347	1	1	NA	1	2	12.565	12.565	13.796	1	1	9	9	0	7	9	1	8	9	1	9	9	0	9	9	0	8	9	1	8	9	1	6	9	1	9	9	1	9	9	0	9	9	1	8	9	1	6	9	0	9	9	0	8	9	0	8	9	1	9	9	1	9	9	1	9	9	1	8	9	1	9	9	1	9	9	0	9	9	0	9	9	1	7	6	2	7	5	5	6	5	2	5	1	2	3	3	1	6	6	6	6	6	1	1	5	3	5	5	1	5	1	NA	2	NA	1	d_sneeze5|d_cough2|n_cough6|n_cough4|d_cough3|n_cough2|n_cough5|n_sneeze10|d_sneeze4|n_sneeze5|d_sneeze1|n_sneeze1|n_sneeze2|n_sneeze8|n_cough1|d_cough1|d_cough8|d_sneeze7|d_sneeze6|d_cough5	infant_n_cough1|infant_n_cough2|infant_d_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	3	6	5	6	7	5	5	5.125	1.5538461538461537	0.6307692307692312	4.625	1.8086538461538462	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
